1.007360634	2.92375065	0.371379094
1.009260634	2.913706835	0.376310454
1.011160634	2.90386721	0.381270786
1.013060634	2.894225041	0.38625913
1.015560634	2.881827886	0.392863881
1.017660634	2.871659349	0.398446684
1.019560634	2.862644853	0.403524198
1.021660634	2.852879434	0.409164409
1.023560634	2.844217129	0.414292192
1.026260634	2.832179611	0.421618055
1.029360634	2.818735539	0.430083512
1.031360634	2.810266317	0.435574704
1.035860634	2.791765465	0.448010914
1.039260634	2.778268872	0.457478191
1.041160634	2.77089758	0.462794195
1.043060634	2.763644	0.468127891
1.045560634	2.754273	0.475172154
1.047460634	2.747278166	0.480545224
1.049360634	2.740389388	0.485934653
1.051260634	2.73360342	0.491340081
1.053460634	2.725870311	0.497618533
1.055260634	2.719639353	0.502770703
1.057460634	2.712137386	0.509086035
1.059360634	2.705755899	0.514555997
1.061160634	2.699791054	0.519751318
1.063160634	2.693252889	0.525538738
1.065860634	2.684570706	0.53337603
1.067760634	2.678557067	0.538907545
1.069660634	2.672620134	0.544452337
1.071560634	2.666757687	0.550010192
1.073360634	2.661270549	0.555287395
1.075860634	2.653753927	0.562635685
1.077960634	2.647530784	0.568824906
1.079860634	2.641969464	0.574437576
1.081760634	2.636471911	0.580062333
1.083560634	2.6313209	0.58540206
1.085460634	2.625942439	0.59104992
1.087360634	2.620622633	0.596709437
1.095660634	2.598031872	0.621566167
1.099160634	2.588801591	0.632111562
1.101060634	2.58385965	0.637851681
1.102960634	2.578964445	0.643602581
1.105860634	2.5715801	0.652400877
1.107760634	2.566797478	0.658178672
1.109660634	2.562057345	0.663966992
1.111460634	2.557604866	0.669460316
1.113360634	2.552944276	0.67526896
1.115260634	2.548322955	0.681087962
1.117260634	2.543499698	0.687224364
1.119160634	2.538955787	0.693064481
1.121060634	2.534448092	0.698914822
1.123260634	2.529272663	0.70570163
1.125160634	2.524839942	0.71157392
1.127460634	2.519518528	0.718696028
1.129860634	2.514016172	0.72614357
1.131760634	2.509695573	0.732050942
1.133660634	2.505405408	0.737968374
1.135560634	2.501144896	0.743895855
1.137660634	2.496469489	0.750458961
1.139560634	2.492268935	0.756407571
1.141460634	2.488095731	0.762366214
1.143360634	2.483949175	0.76833489
1.145260634	2.479828584	0.774313604
1.147160634	2.475733292	0.780302363
1.149260634	2.471235568	0.786933214
1.151760634	2.465919213	0.794843123
1.153560634	2.462116328	0.80054907
1.155460634	2.458124146	0.806581855
1.157360634	2.45415396	0.812624768
1.159860634	2.448962588	0.82059144
1.161660634	2.445247064	0.826338359
1.164360634	2.439707617	0.834975936
1.166260634	2.435833118	0.841066645
1.168160634	2.431977558	0.847167648
1.170460634	2.427334931	0.854566901
1.172960634	2.422318248	0.862626822
1.174960634	2.418326437	0.869087763
1.176760634	2.414749694	0.87491254
1.178760634	2.410792705	0.8813956
1.182260634	2.403909971	0.892769202
1.184260634	2.400000124	0.89928465
1.188360634	2.392035148	0.912678583
1.192260634	2.384518329	0.925466095
1.194160634	2.380876323	0.931712655
1.195960634	2.377437651	0.93764065
1.197860634	2.373819886	0.943908813
1.199760634	2.370214037	0.950188173
1.201660634	2.366619751	0.956478802
1.203560634	2.363036683	0.962780775
1.205760634	2.358901435	0.970092069
1.207660634	2.355341423	0.976418785
1.209660634	2.351605019	0.983091013
1.211560634	2.348065525	0.989441616
1.213360634	2.344721099	0.99546883
1.215260634	2.341199841	1.001842427
1.217560634	2.336949158	1.009573817
1.219560634	2.333263112	1.016311112
1.221660634	2.329402578	1.023399761
1.223860634	2.325368574	1.030842025
1.225760634	2.32189286	1.037282776
1.227760634	2.318242098	1.044075989
1.230460634	2.313325833	1.053268959
1.232360634	2.309874303	1.059753479
1.234360634	2.306247976	1.066593162
1.236160634	2.302990047	1.072761148
1.238060634	2.299556795	1.079284521
1.240560634	2.295047805	1.087888005
1.242960634	2.290727713	1.096169065
1.244860634	2.287313233	1.102740155
1.246760634	2.283903426	1.109324856
1.248660634	2.280498047	1.115923295
1.250560634	2.277096854	1.122535601
1.252460634	2.273699607	1.129161905
1.254660634	2.269770569	1.13685213
1.256560634	2.26638103	1.143509098
1.258760634	2.262460288	1.151235202
1.260860634	2.258721437	1.158628368
1.262760634	2.255341501	1.165332948
1.264560634	2.252141726	1.171698398
1.266760634	2.248233604	1.179496743
1.268660634	2.244860561	1.186248092
1.270760634	2.241134502	1.193728009
1.272660634	2.237764913	1.200511921
1.274760634	2.234042132	1.208028224
1.276760634	2.230497834	1.215204665
1.278960634	2.226600157	1.223119337
1.280860634	2.223234621	1.229972293
1.282860634	2.219692341	1.237203713
1.284660634	2.216504429	1.243727755
1.286560634	2.213139347	1.250630625
1.288660634	2.209419716	1.258279907
1.290960634	2.20534511	1.266681834
1.292960634	2.201801075	1.274008633
1.295060634	2.198078655	1.281722838
1.296960634	2.194709472	1.288721176
1.298960634	2.191161411	1.296107396
1.300960634	2.187611515	1.303513909
1.303160634	2.183704216	1.311684809
1.305260634	2.179971871	1.319507806
