    0.9150946647    -0.2034161232
    0.9160946648    -0.1891615614
    0.9170946648    -0.1751015516
    0.9180946649    -0.1612331188
    0.9190946649    -0.1475533594
    0.9200946650    -0.1340594392
    0.9210946650    -0.1207485911
    0.9220946651    -0.1076181135
    0.9230946651    -0.0946653682
    0.9240946652    -0.0818877785
    0.9250946652    -0.0692828275
    0.9260946652    -0.0568480562
    0.9270946653    -0.0445810623
    0.9280946653    -0.0324794980
    0.9290946654    -0.0205410688
    0.9300946654    -0.0087635321
    0.9310946655     0.0028553046
    0.9320946655     0.0143175849
    0.9330946656     0.0256254048
    0.9340946656     0.0367808143
    0.9350946657     0.0477858182
    0.9360946657     0.0586423777
    0.9370946658     0.0693524117
    0.9380946658     0.0799177973
    0.9390946659     0.0903403718
    0.9400946659     0.1006219331
    0.9410946660     0.1107642410
    0.9420946660     0.1207690183
    0.9430946661     0.1306379517
    0.9440946661     0.1403726925
    0.9450946661     0.1499748581
    0.9460946662     0.1594460323
    0.9470946662     0.1687877666
    0.9480946663     0.1780015808
    0.9490946663     0.1870889638
    0.9500946664     0.1960513747
    0.9510946664     0.2048902432
    0.9520946665     0.2136069705
    0.9530946665     0.2222029301
    0.9540946666     0.2306794684
    0.9550946666     0.2390379053
    0.9560946667     0.2472795351
    0.9570946667     0.2554056271
    0.9580946668     0.2634174260
    0.9590946668     0.2713161526
    0.9600946669     0.2791030047
    0.9610946669     0.2867791572
    0.9620946670     0.2943457630
    0.9630946670     0.3018039533
    0.9640946671     0.3091548384
    0.9650946671     0.3163995079
    0.9660946671     0.3235390315
    0.9670946672     0.3305744593
    0.9680946672     0.3375068224
    0.9690946673     0.3443371330
    0.9700946673     0.3510663856
    0.9710946674     0.3576955565
    0.9720946674     0.3642256050
    0.9730946675     0.3706574733
    0.9740946675     0.3769920872
    0.9750946676     0.3832303565
    0.9760946676     0.3893731749
    0.9770946677     0.3954214212
    0.9780946677     0.4013759590
    0.9790946678     0.4072376371
    0.9800946678     0.4130072902
    0.9810946679     0.4186857391
    0.9820946679     0.4242737907
    0.9830946680     0.4297722388
    0.9840946680     0.4351818641
    0.9850946680     0.4405034345
    0.9860946681     0.4457377057
    0.9870946681     0.4508854210
    0.9880946682     0.4559473121
    0.9890946682     0.4609240989
    0.9900946683     0.4658164901
    0.9910946683     0.4706251834
    0.9920946684     0.4753508655
    0.9930946684     0.4799942128
    0.9940946685     0.4845558912
    0.9950946685     0.4890365565
    0.9960946686     0.4934368548
    0.9970946686     0.4977574224
    0.9980946687     0.5019988864
    0.9990946687     0.5061618646
    1.0000946688     0.5102469656
    1.0010946688     0.5142547896
    1.0020946689     0.5181859280
    1.0030946689     0.5220409639
    1.0040946690     0.5258204719
    1.0050946690     0.5295250191
    1.0060946690     0.5331551644
    1.0070946691     0.5367114590
    1.0080946691     0.5401944469
    1.0090946692     0.5436046646
    1.0100946692     0.5469426414
    1.0110946693     0.5502088998
    1.0120946693     0.5534039552
    1.0130946694     0.5565283167
    1.0140946694     0.5595824864
    1.0150946695     0.5625669603
    1.0160946695     0.5654822282
    1.0170946696     0.5683287737
    1.0180946696     0.5711070745
    1.0190946697     0.5738176023
    1.0200946697     0.5764608234
    1.0210946698     0.5790371982
    1.0220946698     0.5815471819
    1.0230946699     0.5839912244
    1.0240946699     0.5863697702
    1.0250946699     0.5886832588
    1.0260946700     0.5909321249
    1.0270946700     0.5931167981
    1.0280946701     0.5952377035
    1.0290946701     0.5972952612
    1.0300946702     0.5992898872
    1.0310946702     0.6012219929
    1.0320946703     0.6030919851
    1.0330946703     0.6049002669
    1.0340946704     0.6066472369
    1.0350946704     0.6083332897
    1.0360946705     0.6099588160
    1.0370946705     0.6115242028
    1.0380946706     0.6130298330
    1.0390946706     0.6144760862
    1.0400946707     0.6158633380
    1.0410946707     0.6171919609
    1.0420946708     0.6184623238
    1.0430946708     0.6196747921
    1.0440946709     0.6208297281
    1.0450946709     0.6219274908
    1.0460946709     0.6229684363
    1.0470946710     0.6239529175
    1.0480946710     0.6248812841
    1.0490946711     0.6257538833
    1.0500946711     0.6265710592
    1.0510946712     0.6273331533
    1.0520946712     0.6280405042
    1.0530946713     0.6286934479
    1.0540946713     0.6292923181
    1.0550946714     0.6298374456
    1.0560946714     0.6303291589
    1.0570946715     0.6307677842
    1.0580946715     0.6311536452
    1.0590946716     0.6314870635
    1.0600946716     0.6317683582
    1.0610946717     0.6319978465
    1.0620946717     0.6321758434
    1.0630946718     0.6323026618
    1.0640946718     0.6323786125
    1.0650946718     0.6324040044
    1.0660946719     0.6323791447
    1.0670946719     0.6323043383
    1.0680946720     0.6321798887
    1.0690946720     0.6320060973
    1.0700946721     0.6317832639
    1.0710946721     0.6315116867
    1.0720946722     0.6311916621
    1.0730946722     0.6308234849
    1.0740946723     0.6304074485
    1.0750946723     0.6299438446
    1.0760946724     0.6294329635
    1.0770946724     0.6288750940
    1.0780946725     0.6282705236
    1.0790946725     0.6276195384
    1.0800946726     0.6269224229
    1.0810946726     0.6261794607
    1.0820946727     0.6253909340
    1.0830946727     0.6245571235
